Я побежал к маме .	ты побежал к маме .
Я таких не люблю .	ты таких не любишь .
Я на стол кладу .	ты на стол кладешь .
Я скорей откусил кусок .	ты скорей откусил кусок .
Потом я семафор видел .	Потом ты семафор видел .
Потому что я кнопочку пихнул .	Потому что ты кнопочку пихнул .
КАК Я ЕЗДИЛ В МЕТРО	КАК ты ЕЗДИЛ В МЕТРО
Я всё своё съел .	ты всё своё съел .
А я немножко испугался .	А ты немножко испугался .
КАК Я ЛЮБЕ ЗВЕРЕЙ ПОКАЗЫВАЛ	КАК ты ЛЮБЕ ЗВЕРЕЙ ПОКАЗЫВАЛ
Я больше ноги смотрел .	ты больше ноги смотрел .
Я тоже шапкой махал .	ты тоже шапкой махал .
Я взял и доел .	ты взял и доел .
И я тоже присел .	И ты тоже присел .
Я думал - кожаный .	ты думал - кожаный .
Я взял и заплакал .	ты взял и заплакал .
Я тоже не плакал .	ты тоже не плакал .
Я по солнцу знаю .	ты по солнцу знаешь .
А потом я заснул .	А потом ты заснул .
Я хочу на пароход !	ты хочешь на пароход !
Я схватился за бабушку .	ты схватился за бабушку .
А я не сказал .	А ты не сказал .
А я не захотел .	А ты не захотел .
КАК Я С ВИТЕЙ ДРАЛСЯ	КАК ты С ВИТЕЙ ДРАЛСЯ
Я никого не боялся .	ты никого не боялся .
Я посмотрел на плитку .	ты посмотрел на плитку .
Я рассердился на бабушку .	ты рассердился на бабушку .
А я не пускал .	А ты не пускал .
КАК Я КАТАЛСЯ НА ЛОШАДИ	КАК ты КАТАЛСЯ НА ЛОШАДИ
КАК Я РАССЕРДИЛСЯ НА ДЕВОЧКУ	КАК ты РАССЕРДИЛСЯ НА ДЕВОЧКУ
Я завтра сюда приду .	ты завтра сюда придешь .
Я сел на сундук .	ты сел на сундук .
А я не боюсь .	А ты не боишься .
И я тоже побежал .	И ты тоже побежал .
Я бабушке ягоды отдал .	ты бабушке ягоды отдал .
Я слезал и упал .	ты слезал и упал .
КАК Я В ШАЛАШЕ СПАЛ	КАК ты В ШАЛАШЕ СПАЛ
Вдруг я увидел лестницу .	Вдруг ты увидел лестницу .
Это чтоб я молчал .	Это чтоб ты молчал .
И я тоже пел .	И ты тоже пел .
А чтоб я сидел .	А чтоб ты сидел .
КАК Я НАБЕЖАЛ НА КОЗОЧКУ	КАК ты НАБЕЖАЛ НА КОЗОЧКУ
Я сел под окном .	ты сел под окном .
КАК Я НА КОЗЛЕ КАТАЛСЯ	КАК ты НА КОЗЛЕ КАТАЛСЯ
А я не узнал .	А ты не узнал .
И я немножко понимал .	И ты немножко понимал .
Я немножко даже заплакал .	ты немножко даже заплакал .
А я не устал .	А ты не устал .
Я руку назад выдернул .	ты руку назад выдернул .
КАК Я ПРО МОСКВУ ГОВОРИЛ	КАК ты ПРО МОСКВУ ГОВОРИЛ
КАКИЕ Я ЕЩЕ БУКВЫ УЗНАЛ	КАКИЕ ты ЕЩЕ БУКВЫ УЗНАЛ
И что я спал .	И что ты спал .
Я пойду , сосну .	ты пойдешь , соснешь .
Я смешанные браки разрешил .	ты смешанные браки разрешил .
Я множество галактик повидал .	ты множество галактик повидал .
Я и так слышу .	ты и так слышишь .
Я один не могу .	ты один не можешь .
Я прочитала воронину бумажку .	ты прочитала воронину бумажку .
Я нашел большущий гриб !..	ты нашел большущий гриб !..
Я закончил свой рассказ .	ты закончил свой рассказ .
От отары я отбилась .	От отары ты отбилась .
Я люблю другие песни .	ты любишь другие песни .
Я разговаривал с женой ...	ты разговаривал с женой ...
Я только чуть-чуть подрагиваю .	ты только чуть-чуть подрагиваешь .
Я только что проходил мимо .	ты только что проходил мимо .
Я же просто шутил ...	ты же просто шутил ...
Я не могу иначе !	ты не можешь иначе !
Приглашенья Я не отменяла .	Приглашенья ты не отменяла .
Я не скучал нисколько .	ты не скучал нисколько .
Я одела Всю семью .	ты одела Всю семью .
Я сейчас Доставлю лето !	ты сейчас доставишь лето !
Я превратился В вертолёт !	ты превратился В вертолёт !
Забыл я , извини !	Забыл ты , извини !
Я увидел соломенную куклу .	ты увидел соломенную куклу .
Без облака я пропаду !	Без облака ты пропадешь !
Я в суд подам !	ты в суд подашь !
Этого я не знаю .	Этого ты не знаешь .
И я не знаю .	И ты не знаешь .
Я очень люблю мед .	ты очень любишь мед .
А я не буду ...	А ты не будешь ...
Я слышал по радио .	ты слышал по радио .
Я не таких ловил !	ты не таких ловил !
Разве я бы оставил ?	Разве ты бы оставил ?
А я откуда знаю !	А ты откуда знаешь !
Я тоже ночью выглядывал .	ты тоже ночью выглядывал .
Это я уже слышал .	Это ты уже слышал .
А я не хочу .	А ты не хочешь .
Так я не играю .	Так ты не играешь .
Я кое-что побыстрей имею .	ты кое-что побыстрей имеешь .
Пока , я спешу !	Пока , ты спешишь !
Что я скажу генералу ?	Что ты скажешь генералу ?
Что-то я не видал .	Что-то ты не видал .
И я теперь волнуюсь .	И ты теперь волнуешься .
То  есть что я говорю !	То  есть что ты говоришь !
Посмотрел я на старика .	Посмотрел ты на старика .
Обидную ошибку я допустил .	Обидную ошибку ты допустил .
Прочитал я эти книжки .	Прочитал ты эти книжки .
Я никого не вижу .	ты никого не видишь .
Я тоже этим увлекаюсь .	ты тоже этим увлекаешься .
Я вернулся на станцию .	ты вернулся на станцию .
Я последовал его примеру .	ты последовал его примеру .
Я осмотрел бывшего тезку .	ты осмотрел бывшего тезку .
Я и правда замолчал .	ты и правда замолчал .
Как я посрамил корабельного кока	Как ты посрамил корабельного кока
Я верно все рассказал ...	ты верно все рассказал ...
Это я стихи читаю ...	Это ты стихи читаешь ...
Все , пропал я !	Все , пропал ты !
Уж я бы пожевал !	Уж ты бы пожевал !
Уж я бы поскучал !	Уж ты бы поскучал !
Все , я переутомился .	Все , ты переутомился .
От души я поплясал .	От души ты поплясал .
Я отправляюсь в погоню !	ты отправляешься в погоню !
Что я такого сказал ?	Что ты такого сказал ?
Я написал слово мама .	ты написал слово мама .
Я не могу сюда .	ты не можешь сюда .
На чем я остановился ?	На чем ты остановился ?
Я ничего не сочиняю .	ты ничего не сочиняешь .
Теперь я возвращаюсь домой ;	Теперь ты возвращаешься домой ;
Я даже стал поэтом ;	ты даже стал поэтом ;
Там я бываю часто ;	Там ты бываешь часто ;
Я взглянула в окно .	ты взглянула в окно .
Я еще не заснул .	ты еще не заснул .
Я боялся возвращения стада .	ты боялся возвращения стада .
Я подумывал о самоубийстве .	ты подумывал о самоубийстве .
Я замкнулся в себе .	ты замкнулся в себе .
Я узнаю его натуру .	ты узнаешь его натуру .
Я слышу ваше дыхание .	ты слышишь ваше дыхание .
Я вошел в дом .	ты вошел в дом .
Я подчинился его пожеланию .	ты подчинился его пожеланию .
Я так и думал .	ты так и думал .
Я прошел мимо столовой .	ты прошел мимо столовой .
И я это сделаю .	И ты это сделаешь .
Я хочу на физмат .	ты хочешь на физмат .
Почему я так пишу ?	Почему ты так пишешь ?
Ничегошеньки я не замечала .	Ничегошеньки ты не замечала .
Но это я отвлеклась .	Но это ты отвлеклась .
Но я не захотела .	Но ты не захотела .
Я уж все перепробовал .	ты уж все перепробовал .
Я чуть не вскрикнул .	ты чуть не вскрикнул .
Я так давно жду ...	ты так давно ждешь ...
Стучал я , стучал ...	Стучал ты , стучал ...
Но я непременно убегу .	Но ты непременно убежишь .
Я уезжаю , Дени .	ты уезжаешь , Дени .
Я держу двух бошей !	ты держишь двух бошей !
Давайте теперь я руками .	Давайте теперь ты руками .
Я всегда была ребенком .	ты всегда была ребенком .
Я действительно считала так .	ты действительно считала так .
Я заскользила , заскользила .	ты заскользила , заскользила .
Я принесу холодной воды .	ты принесешь холодной воды .
Я бросилась к реке .	ты бросилась к реке .
Здесь я сбавляю скорость .	Здесь ты сбавляешь скорость .
Там я и родилась .	Там ты и родилась .
Я ничего не делала ...	ты ничего не делала ...
Или я вызову милицию !	Или ты вызовешь милицию !
Я отлично все помню !	ты отлично все помнишь !
Зачем я выпрашивал сосиску ...	Зачем ты выпрашивал сосиску ...
А я друзей забывала ?	А ты друзей забывала ?
Я встречу там львов ?	ты встретишь там львов ?
Сейчас я вызову врача !	Сейчас ты вызовешь врача !
Я объясняю достаточно понятно ?	ты объясняешь достаточно понятно ?
Я хочу волшебную палочку !	ты хочешь волшебную палочку !
Я только бегло просмотрел ...	ты только бегло просмотрел ...
Снимай как я показывал .	Снимай как ты показывал .
Я правда очень растерялся .	ты правда очень растерялся .
Я так и сделаю .	ты так и сделаешь .
Я выхожу из игры ...	ты выходишь из игры ...
А я уже видел .	А ты уже видел .
Я звонил её кредиторам .	ты звонил её кредиторам .
А я фигуру берегу .	А ты фигуру бережешь .
Ничего я не путаю .	Ничего ты не путаешь .
Я посчитала свои шансы .	ты посчитала свои шансы .
Пять я уже заработала .	Пять ты уже заработала .
Хорошо , я подумаю .	Хорошо , ты подумаешь .
Да , я была .	Да , ты была .
Я звонила всю ночь !	ты звонила всю ночь !
Я тоже не понимаю .	ты тоже не понимаешь .
Шкатулку я не продавала .	Шкатулку ты не продавала .
Можно я закрою лавку ?	Можно ты закроешь лавку ?
Я пристрастилась к кокаину .	ты пристрастилась к кокаину .
Я сказал - забыли .	ты сказал - забыли .
Я прикажу сейчас же ...	ты прикажешь сейчас же ...
Я же не думал ...	ты же не думал ...
Я ничего не знаю !	ты ничего не знаешь !
Я вижу перевернутое судно ...	ты видишь перевернутое судно ...
А я откуда знаю ?	А ты откуда знаешь ?
Я владею многими языками .	ты владеешь многими языками .
Я так и написал .	ты так и написал .
Я уже всё придумал .	ты уже всё придумал .
Я именно так думаю .	ты именно так думаешь .
Я ничего не предлагаю .	ты ничего не предлагаешь .
Я посмотрел на кровать .	ты посмотрел на кровать .
Я и так знал .	ты и так знал .
Я разлил на троих .	ты разлил на троих .
Я ещё раз осмотрелся .	ты ещё раз осмотрелся .
Однако , я отвлекаюсь .	Однако , ты отвлекаешься .
Я живу на проценты .	ты живешь на проценты .
Я изобрёл машину времени .	ты изобрёл машину времени .
А я закемарил немного ...	А ты закемарил немного ...
Я не знаю фамилию .	ты не знаешь фамилию .
А куда я летал ?	А куда ты летал ?
Я не правильно выразился .	ты не правильно выразился .
А потом я скажу .	А потом ты скажешь .
Я поговорю с президентом .	ты поговоришь с президентом .
Я работаю на президента .	ты работаешь на президента .
А я не крала .	А ты не крала .
Я сделаю это немедленно .	ты сделаешь это немедленно .
Это я опыты делаю .	Это ты опыты делаешь .
Я хочу к маме ...	ты хочешь к маме ...
Я ведь болотом пойду ...	ты ведь болотом пойдешь ...
Еще и я слягу .	Еще и ты сляжешь .
Вот я не брала ...	Вот ты не брала ...
Или я сейчас стреляй .	Или ты сейчас стреляй .
Сейчас я Власьевну разбужу .	Сейчас ты Власьевну разбудишь .
Поглядела я на своих .	Поглядела ты на своих .
Я лучше иначе напишу .	ты лучше иначе напишешь .
И плитку я поправила .	И плитку ты поправила .
Я ведь не жалуюсь .	ты ведь не жалуешься .
Я как понимаю дело ?	ты как понимаешь дело ?
Так , я извиняюсь ...	Так , ты извиняешься ...
Я хорошо так говорю ?..	ты хорошо так говоришь ?..
Я уж не знаю .	ты уж не знаешь .
Я много собирал камни .	ты много собирал камни .
Я и фамилию знал .	ты и фамилию знал .
А я сделала омлет !	А ты сделала омлет !
Я сама не знаю ...	ты сама не знаешь ...
Вот я и представил .	Вот ты и представил .
Я и себя ругаю ...	ты и себя ругаешь ...
Я уж не дотянулся ...	ты уж не дотянулся ...
Это я не знаю .	Это ты не знаешь .
Задержался я маленько сегодня .	Задержался ты маленько сегодня .
Я писал всю ночь .	ты писал всю ночь .
И я не ошибся .	И ты не ошибся .
А я уже сплю .	А ты уже спишь .
Коль не ошибся я ...	Коль не ошибся ты ...
Я тот баркас знаю .	ты тот баркас знаешь .
Я покажу , где ...	ты покажешь , где ...
Куда же я уйду ?	Куда же ты уйдешь ?
Я еще не сказал ...	ты еще не сказал ...
И я заткнул фонтан .	И ты заткнул фонтан .
И я снял пояс .	И ты снял пояс .
Я натянул правую вожжу .	ты натянул правую вожжу .
Я бегу на кухню .	ты бежишь на кухню .
Хотя я не завидую .	Хотя ты не завидуешь .
Я ныряю дюже глубоко .	ты ныряешь дюже глубоко .
Из вежливости я иду .	Из вежливости ты идешь .
Я занимаю переднюю парту .	ты занимаешь переднюю парту .
Я побежал в школу .	ты побежал в школу .
Я объявил матч открытым .	ты объявил матч открытым .
Я шел со Степкой .	ты шел со Степкой .
Я ничего не знаю .	ты ничего не знаешь .
Я ощутил минутное замешательство .	ты ощутил минутное замешательство .
Редактором его подписался я .	Редактором его подписался ты .
Я заплатил какой-то фант .	ты заплатил какой-то фант .
Я увидел золотую раму .	ты увидел золотую раму .
Я знал машиниста Робилко .	ты знал машиниста Робилко .
Я только возьму глобус .	ты только возьмешь глобус .
Это я все вру ...	Это ты все врешь ...
Лежу я и прислушиваюсь .	лежишь ты и прислушиваешься .
Я прислушался , задыхаясь .	ты прислушался , задыхаясь .
Я подхожу чисто материально .	ты подходишь чисто материально .
Я слегка задержал шаг .	ты слегка задержал шаг .
Я тут комендантом работаю .	ты тут комендантом работаешь .
Я потом свое отработаю .	ты потом свое отработаешь .
Следую я таким направлением ...	следуешь ты таким направлением ...
Я уже все обеспечил .	ты уже все обеспечил .
Я только сейчас вспомнила .	ты только сейчас вспомнила .
Люблю я эту штуку !	любишь ты эту штуку !
Вот я и дожидаюсь .	Вот ты и дожидаешься .
За все я отвечаю .	За все ты отвечаешь .
Ну , я отбываю .	Ну , ты отбываешь .
Я успокоительно помахал рукой .	ты успокоительно помахал рукой .
Я же уговор сдержал .	ты же уговор сдержал .
Я там часами пропадала ...	ты там часами пропадала ...
Конечно , блуждал я .	Конечно , блуждал ты .
Я в отъезде была .	ты в отъезде была .
А я по-другому рассуждаю .	А ты по-другому рассуждаешь .
Я не знал совсем .	ты не знал совсем .
Я тоже знаю так .	ты тоже знаешь так .
Вот как я считаю .	Вот как ты считаешь .
Я же не кричу .	ты же не кричишь .
Я много времени мечтаю .	ты много времени мечтаешь .
Я же серьезно говорю .	ты же серьезно говоришь .
Я думаю , справитесь .	ты думаешь , справитесь .
Так я не хочу .	Так ты не хочешь .
Я говорю - пусть .	ты говоришь - пусть .
Я все время стараюсь .	ты все время стараешься .
Я сейчас все скажу .	ты сейчас все скажешь .
Я ведь не думала ...	ты ведь не думала ...
Я просто не могла ...	ты просто не могла ...
Я же не хотела ...	ты же не хотела ...
Вот как я полагаю .	Вот как ты полагаешь .
Я в Лондоне купил .	ты в Лондоне купил .
Я туда сперва провалился ...	ты туда сперва провалился ...
Я же знаю как !	ты же знаешь как !
А я не дразнил .	А ты не дразнил .
Не пойду я тогда .	Не пойдешь ты тогда .
Это я уж заметил ...	Это ты уж заметил ...
Знаю я ихние секреты ...	знаешь ты ихние секреты ...
А то уж я тревожился .	А то уж ты тревожился .
Я к маме хочу ...	ты к маме хочешь ...
Я не вижу работы .	ты не видишь работы .
Об остальном позабочусь я .	Об остальном позаботишься ты .
Я поеду в Нью-Йорк .	ты поедешь в Нью-Йорк .
Теперь я все понимаю .	Теперь ты все понимаешь .
Я ничего не говорю ...	ты ничего не говоришь ...
Я получил вашу записку .	ты получил вашу записку .
Я исполнил ваше желание .	ты исполнил ваше желание .
Теперь я понял всё .	Теперь ты понял всё .
Я чуть не опоздал .	ты чуть не опоздал .
А я останусь здесь .	А ты останешься здесь .
А я здесь останусь .	А ты здесь останешься .
Я изнемогал от жары .	ты изнемогал от жары .
Я в изумлении остановился .	ты в изумлении остановился .
Выглянул я и ахнул .	Выглянул ты и ахнул .
Я тогда разозлился страшно .	ты тогда разозлился страшно .
Но я попросилась сюда .	Но ты попросилась сюда .
Я давно не сплю .	ты давно не спишь .
Раньше я очень скучала .	Раньше ты очень скучала .
Я НЕ ЗНАЮ НИКАКОГО ВЕЛОСИПЕДА	ты НЕ знаешь НИКАКОГО ВЕЛОСИПЕДА
Сейчас я что-нибудь придумаю .	Сейчас ты что-нибудь придумаешь .
Я говорю о еде .	ты говоришь о еде .
Я требую всеобщего поклонения !	ты требуешь всеобщего поклонения !
Я собственными глазами видел ...	ты собственными глазами видел ...
Где я сейчас нахожусь ?	Где ты сейчас находишься ?
Я слежу за автоматикой .	ты следишь за автоматикой .
Я клянусь в этом !	ты клянешься в этом !
А я еще полежу .	А ты еще полежишь .
Я так люблю елочки .	ты так любишь елочки .
Антона я тоже приглашаю .	Антона ты тоже приглашаешь .
Я это сразу поняла .	ты это сразу поняла .
Я приеду на такси .	ты приедешь на такси .
Я полагаю - да .	ты полагаешь - да .
Я еще застал конку .	ты еще застал конку .
Но путешествую я неохотно .	Но путешествуешь ты неохотно .
Вот я и вернулся .	Вот ты и вернулся .
И все-таки я заблуждался .	И все-таки ты заблуждался .
Я долго упрашивал матушку .	ты долго упрашивал матушку .
Я стал недурным гимнастом .	ты стал недурным гимнастом .
А я стоял посередине .	А ты стоял посередине .
Я победил , ура !	ты победил , ура !
Я сдержал свое слово .	ты сдержал свое слово .
А я все равно читал .	А ты все равно читал .
Я обозлился , покраснел .	ты обозлился , покраснел .
Я издал в трактире .	ты издал в трактире .
Во всяком случае , я старался .	Во всяком случае , ты старался .
Так я предостерегаю любопытных .	Так ты предостерегаешь любопытных .
А я стою первым .	А ты стоишь первым .
А я всегда знал .	А ты всегда знал .
Я два ногтя обломал .	ты два ногтя обломал .
Я не люблю лгунишек !	ты не любишь лгунишек !
Я получил тогда пару .	ты получил тогда пару .
Точно я не знаю .	Точно ты не знаешь .
Я тут же вернусь .	ты тут же вернешься .
Я позвоню сейчас Вторнику .	ты позвонишь сейчас Вторнику .
Это я еще обдумаю .	Это ты еще обдумаешь .
И я играю Эмиля .	И ты играешь Эмиля .
Я узнал много новостей .	ты узнал много новостей .
Я был на съемках .	ты был на съемках .
Иначе я не уеду .	Иначе ты не уедешь .
И я сразу приеду .	И ты сразу приедешь .
Я упустила свое призвание .	ты упустила свое призвание .
Я пошел за капитаном .	ты пошел за капитаном .
Уж я как-нибудь выпутаюсь .	Уж ты как-нибудь выпутаешься .
Я это твердо решила .	ты это твердо решила .
Я это хорошо знаю .	ты это хорошо знаешь .
Я уже все решил .	ты уже все решил .
Я этого не хотел .	ты этого не хотел .
И тогда я понял .	И тогда ты понял .
И вот я заболел .	И вот ты заболел .
Я поспешил к конюшне ;	ты поспешил к конюшне ;
Я попрощался и ушел .	ты попрощался и ушел .
Я царской плясуньей была .	ты царской плясуньей была .
Этого пассажира я выставлю .	Этого пассажира ты выставишь .
Я один тут справлюсь .	ты один тут справишься .
Я обожаю всякую старину .	ты обожаешь всякую старину .
Я играю Главного советника .	ты играешь Главного советника .
Я так не смогу .	ты так не сможешь .
Я одобрил из вежливости .	ты одобрил из вежливости .
Один я не захлебывался !	Один ты не захлебывался !
Я посмотрел - пусто .	ты посмотрел - пусто .
Я придумал морякам карты .	ты придумал морякам карты .
Я оказался никудышным деятелем .	ты оказался никудышным деятелем .
Я притаился за деревом .	ты притаился за деревом .
Я вернулся на причал .	ты вернулся на причал .
Я взглянул на Петьку .	ты взглянул на Петьку .
Ну , я пойду .	Ну , ты пойдешь .
Я увидел тайного человека .	ты увидел тайного человека .
Я бы принял меры .	ты бы принял меры .
Я узнал свой поселок .	ты узнал свой поселок .
Я назвала свой адрес .	ты назвала свой адрес .
И я написала стихи .	И ты написала стихи .
Я говорю про воспитание .	ты говоришь про воспитание .
Я сейчас милицию позову !	ты сейчас милицию позовешь !
Я ничего не придумала .	ты ничего не придумала .
Я просто не спала .	ты просто не спала .
Я живу в Новосибирске .	ты живешь в Новосибирске .
Я не написал сочинения .	ты не написал сочинения .
Я насчитала десять раз .	ты насчитала десять раз .
Я сделала безучастное лицо .	ты сделала безучастное лицо .
Я кружилась очень неохотно .	ты кружилась очень неохотно .
Когда же я мог ?	Когда же ты мог ?
Мыло приготовила я сама .	Мыло приготовила ты сама .
Я посмотрела на Колю .	ты посмотрела на Колю .
Я это вполне понимаю .	ты это вполне понимаешь .
Я видела живого лося !	ты видела живого лося !
Я поужинала на кухне .	ты поужинала на кухне .
Я посмотрела на папу .	ты посмотрела на папу .
Но я спрошу диспетчера ...	Но ты спросишь диспетчера ...
Я даже затормозил слегка .	ты даже затормозил слегка .
Я оглянулась на Лену .	ты оглянулась на Лену .
Директору я все объясню .	Директору ты все объяснишь .
Я искала десятипенсовик повсюду .	ты искала десятипенсовик повсюду .
А я пока почитаю .	А ты пока почитаешь .
Я по-другому не умею .	ты по-другому не умеешь .
Я этого не потреплю .	ты этого не потреплешь .
Никуда я не поеду .	Никуда ты не поедешь .
Я это называю регистрацией .	ты это называешь регистрацией .
Чего я там забыл ?	Чего ты там забыл ?
Я тороплюсь очень сильно .	ты торопишься очень сильно .
Я и не спорю .	ты и не споришь .
Что я такого сделал ?	Что ты такого сделал ?
Я это твердо знаю .	ты это твердо знаешь .
Ну , я восхищаюсь .	Ну , ты восхищаешься .
Опять я такое слышу !	Опять ты такое слышишь !
Я считаю до трёх .	ты считаешь до трёх .
Я не срезаю верхушки .	ты не срезаешь верхушки .
Я иду за топором !	ты идешь за топором !
Я этого не люблю !	ты этого не любишь !
Ура , я полетел !	Ура , ты полетел !
Я уже совсем запутался .	ты уже совсем запутался .
Я заглянул внутрь колпака .	ты заглянул внутрь колпака .
А я Потапа выпускаю .	А ты Потапа выпускаешь .
Я глянул на Тузика .	ты глянул на Тузика .
Я те дам костра !	ты те дашь костра !
Я поднял осиновый лист .	ты поднял осиновый лист .
Первую я сразу понял .	Первую ты сразу понял .
Я пошарил в малине .	ты пошарил в малине .
Вот я самовар поставлю .	Вот ты самовар поставишь .
Я плыл по Ялме .	ты плыл по Ялме .
Оглянулся я и замер .	Оглянулся ты и замер .
Что я такого сделала ?	Что ты такого сделала ?
Я же потом исправился .	ты же потом исправился .
Я тоже столько поймаю ...	ты тоже столько поймаешь ...
Я не боюсь смерти .	ты не боишься смерти .
Я ухожу , дедушка .	ты уходишь , дедушка .
Я спрашивал у хозяйки .	ты спрашивал у хозяйки .
Местных ребят я знаю ...	Местных ребят ты знаешь ...
Да что я говорю ...	Да что ты говоришь ...
Я погибаю без переводчика .	ты погибаешь без переводчика .
Я в небо выпалю .	ты в небо выпалишь .
Насчет билетов я позабочусь .	Насчет билетов ты позаботишься .
Я смотрю в окно .	ты смотришь в окно .
Я посмотрел на вешалку .	ты посмотрел на вешалку .
Слов я не расслышал .	Слов ты не расслышал .
Ладно , я сознаюсь !	Ладно , ты сознаешься !
Я оделся в раздевалке .	ты оделся в раздевалке .
Я уж переволновался там ;	ты уж переволновался там ;
Я сейчас это понял .	ты сейчас это понял .
Я сижу в лопухах ...	ты сидишь в лопухах ...
Будто я не существую .	Будто ты не существуешь .
Я ездил на поездах .	ты ездил на поездах .
Я посмотрел на Щуку .	ты посмотрел на Щуку .
Я попал к обеду .	ты попал к обеду .
И я там есть .	И ты там есть .
Я своего дядю люблю .	ты своего дядю любишь .
Я снова догнал парня .	ты снова догнал парня .
Это я нарочно сказал .	Это ты нарочно сказал .
Я смотрел на небо .	ты смотрел на небо .
Я отправился к Олегу .	ты отправился к Олегу .
Сначала я слышал скрип .	Сначала ты слышал скрип .
Я остался на крыльце .	ты остался на крыльце .
Я вижу его ноги .	ты видишь его ноги .
Я в нерешительности поднялся .	ты в нерешительности поднялся .
Я ещё больше удивился .	ты ещё больше удивился .
Я вспомнил магазин спорттоваров .	ты вспомнил магазин спорттоваров .
В космос полечу я .	В космос полетишь ты .
Я сам боялся собаку .	ты сам боялся собаку .
Я соскучился по отцу .	ты соскучился по отцу .
Я тоже люблю деньгу .	ты тоже любишь деньгу .
Я и сам накоплю .	ты и сам накопишь .
Я встал раньше всех .	ты встал раньше всех .
Я этого не замечал .	ты этого не замечал .
Я ведь своё продавал .	ты ведь своё продавал .
Я поглядывал на Нину .	ты поглядывал на Нину .
А я вот держу .	А ты вот держишь .
Я вскакиваю на ноги .	ты вскакиваешь на ноги .
Пожалуй , я погорячился .	Пожалуй , ты погорячился .
Я увидел его мотоцикл .	ты увидел его мотоцикл .
До сих пор не знал я .	До сих пор не знал ты .
Я как услышу самолет ...	ты как услышишь самолет ...
У калитки я остановился .	У калитки ты остановился .
Я сделал осторожный шаг .	ты сделал осторожный шаг .
Я негромко зову Деда .	ты негромко зовешь Деда .
Это я заметил давно .	Это ты заметил давно .
Это место я облюбовал .	Это место ты облюбовал .
Я подобрал Аленкину удочку .	ты подобрал Аленкину удочку .
Я хочу на берег ...	ты хочешь на берег ...
Я один все разузнаю .	ты один все разузнаешь .
Я услышал негромкое всхлипывание .	ты услышал негромкое всхлипывание .
Я молча выслушал упреки .	ты молча выслушал упреки .
Я накинулся на еду .	ты накинулся на еду .
Я выбрался из колодца .	ты выбрался из колодца .
Я бросил Кеше сахар .	ты бросил Кеше сахар .
Я взглянул на Президента .	ты взглянул на Президента .
Тут я как закричу ...	Тут ты как закричишь ...
А я только что родился .	А ты только что родился .
Я взглянул на Гарика .	ты взглянул на Гарика .
Я нащупал их спины .	ты нащупал их спины .
Я видел голову Свища .	ты видел голову Свища .
Я смотрел на кусты .	ты смотрел на кусты .
На велосипеде поехал я .	На велосипеде поехал ты .
В общем , я удрал .	В общем , ты удрал .
Я ночевал в зоопарке .	ты ночевал в зоопарке .
Только я не взял ...	Только ты не взял ...
Я услышал шум мотора .	ты услышал шум мотора .
Я вернулся на берег .	ты вернулся на берег .
Я бы не смог .	ты бы не смог .
Для кого я варю ?	Для кого ты варишь ?
Второй самолет сбил я .	Второй самолет сбил ты .
Подивился я его храбрости ...	Подивился ты его храбрости ...
Я ужей не боюсь .	ты ужей не боишься .
Не верю я Феде .	Не веришь ты Феде .
Я сбегал за Аленкой .	ты сбегал за Аленкой .
Я взглянул на Аленку .	ты взглянул на Аленку .
Я этих ребят знаю ...	ты этих ребят знаешь ...
Я ухожу с твоей ...	ты уходишь с твоей ...
Но я уже снял .	Но ты уже снял .
Этого я не думал .	Этого ты не думал .
Как-нибудь Николая я знал .	Как-нибудь Николая ты знал .
Я любил быструю езду .	ты любил быструю езду .
Я за водкой бегал ...	ты за водкой бегал ...
Я подошел к Любомудрову .	ты подошел к Любомудрову .
Я услышал негромкий смех .	ты услышал негромкий смех .
Я целовалась с мальчишками .	ты целовалась с мальчишками .
Это я хорошо знал .	Это ты хорошо знал .
Я потолкую с Саврасовым .	ты потолкуешь с Саврасовым .
Я поражался его долготерпению !	ты поражался его долготерпению !
Не могу я там ...	Не можешь ты там ...
Я умираю с голоду !	ты умираешь с голоду !
Я слышу ее дыхание .	ты слышишь ее дыхание .
А я здесь посижу .	А ты здесь посидишь .
Я опустил поднятый кулак .	ты опустил поднятый кулак .
Я прислонился к стене .	ты прислонился к стене .
Я никогда не обманываю .	ты никогда не обманываешь .
Я все наперед знаю .	ты все наперед знаешь .
Я смотрю на дорогу .	ты смотришь на дорогу .
Я тоже напряг мышцы .	ты тоже напряг мышцы .
Это я ремонтировал автотормоз .	Это ты ремонтировал автотормоз .
Я чуть не оглох .	ты чуть не оглох .
Я притирал пастой золотник .	ты притирал пастой золотник .
Я посмотрел в окно .	ты посмотрел в окно .
Я думал о себе .	ты думал о себе .
И поэтому я расстроился .	И поэтому ты расстроился .
Я вспомнил этого парня .	ты вспомнил этого парня .
Я медленно спустился вниз .	ты медленно спустился вниз .
